0.4 78.26475
0.6 77.67875
0.8 82.52149
1.0 84.24474
1.2 87.02877
1.4 88.39837
1.6 89.35763
1.8 90.21652
2.0 90.35685
2.2 92.14345
2.4 92.04377
2.6 92.41927
2.8 93.07935
3.0 92.87603
3.2 93.08906
3.4 93.41577
3.6 92.92115
3.8 91.99650
4.0 90.46559
5.0 86.71407
